SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,target
4.807,3.3179,1.0,0.0,0.0,0.0,3.0,43.8,1.0,1.0,0.0,0.0,3.297,0.881,9.833,2.0,1.012,1.113,0.0,0.0,0.0,1.298,1.0,0.0,1.0,0.0,2.246,-0.025,0.0,0.0,1.06,0.0,2.0,0.0,1.0,3.926,2.568,0.0,8.562,0.0,1.0,0
4.77,2.9221,0.0,0.0,1.0,0.0,2.0,39.1,2.0,0.0,2.0,0.0,3.175,1.185,9.882,0.0,0.974,1.13,0.0,0.0,0.0,1.27,1.0,0.0,0.0,0.0,2.236,0.013,0.0,0.0,1.74,0.0,1.0,2.0,2.0,3.651,2.067,1.0,8.096,0.0,0.0,0
5.164,3.2947,1.0,0.0,0.0,0.0,0.0,23.1,0.0,3.0,0.0,0.0,3.108,0.917,9.968,4.0,1.055,1.138,0.0,0.0,0.0,1.188,1.0,0.0,0.0,0.0,2.256,-0.081,0.0,20.417,0.939,0.0,0.0,0.0,0.0,4.681,3.274,0.0,9.289,0.0,0.0,1
5.092,2.0631,0.0,0.0,3.0,0.0,5.0,51.5,0.0,2.0,4.0,-0.32,3.945,0.548,10.725,6.0,1.002,1.103,0.0,0.0,0.0,1.304,4.0,0.0,0.0,0.0,2.412,0.0,0.0,12.207,3.461,0.0,2.0,3.0,2.0,3.924,2.375,1.0,9.072,0.0,0.0,0
3.98,2.974,2.0,0.0,0.0,0.0,0.0,31.3,2.0,0.0,0.0,0.0,3.955,3.459,9.814,0.0,0.964,1.134,0.0,0.0,0.0,1.254,0.0,0.0,0.0,0.0,1.981,0.0,0.0,0.0,8.931,0.0,0.0,0.0,0.0,4.047,1.576,0.0,8.864,0.0,0.0,0
5.421,4.9033,0.0,0.0,0.0,1.0,0.0,28.6,0.0,7.0,0.0,-5.019,3.504,1.669,10.487,10.0,1.087,1.149,0.0,0.0,0.0,1.084,0.0,0.0,0.0,0.0,2.327,0.005,0.0,30.485,2.211,0.0,0.0,0.0,4.0,3.629,4.173,0.0,8.471,0.0,0.0,1
5.382,2.2507,0.0,0.0,0.0,1.0,5.0,50.0,3.0,2.0,0.0,-0.114,3.928,0.932,11.101,8.0,0.992,1.104,0.0,0.0,0.0,1.303,6.0,0.0,0.0,0.0,2.522,0.0,0.0,25.043,2.006,0.0,0.0,0.0,0.0,3.962,2.346,0.0,9.069,0.0,0.0,0
5.535,2.4918,8.0,0.0,0.0,1.0,8.0,41.2,4.0,2.0,0.0,0.0,5.587,1.707,11.349,6.0,1.017,1.097,0.0,0.0,0.0,1.429,2.0,1.0,0.0,0.0,2.484,0.0,1.0,0.0,4.711,0.0,6.0,0.0,0.0,6.912,2.073,0.0,13.654,0.0,8.0,0
5.0,3.5426,3.0,0.0,0.0,1.0,0.0,25.0,2.0,0.0,0.0,0.0,3.224,0.722,9.657,0.0,1.078,1.135,0.0,0.0,1.0,1.366,0.0,0.0,0.0,0.0,2.0,0.389,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.227,3.117,0.0,8.859,0.0,3.0,0
5.072,2.2317,0.0,0.0,0.0,0.0,2.0,35.4,2.0,4.0,0.0,-0.862,4.429,3.61,10.833,12.0,0.978,1.134,0.0,0.0,0.0,1.212,1.0,0.0,0.0,0.0,2.351,0.0,0.0,25.194,10.844,0.0,0.0,0.0,0.0,3.794,1.991,0.0,9.08,2.0,0.0,0
4.77,2.5385,0.0,0.0,0.0,0.0,0.0,38.5,3.0,0.0,0.0,3.12,3.131,1.185,9.882,0.0,0.964,1.128,0.0,0.0,0.0,1.274,1.0,0.0,0.0,0.0,2.236,0.012,0.0,0.0,1.74,0.0,0.0,0.0,0.0,3.521,1.767,0.0,7.934,0.0,0.0,1
4.303,2.6696,0.0,0.0,0.0,0.0,0.0,33.3,0.0,2.0,0.0,-0.046,2.709,0.862,9.067,2.0,1.025,1.139,0.0,0.0,0.0,1.166,1.0,0.0,0.0,0.0,2.115,0.137,0.0,10.021,0.956,0.0,0.0,0.0,0.0,3.416,2.778,0.0,7.481,0.0,0.0,1
4.923,3.2457,0.0,0.0,0.0,0.0,2.0,44.4,1.0,2.0,0.0,-0.863,3.239,1.185,9.911,4.0,1.011,1.116,0.0,0.0,0.0,1.248,1.0,0.0,0.0,0.0,2.267,0.014,0.0,10.422,1.563,0.0,0.0,0.0,1.0,3.73,2.8,0.0,8.28,0.0,0.0,1
4.869,1.767,0.0,1.0,9.0,0.0,5.0,44.4,0.0,4.0,14.0,-0.391,4.435,1.073,11.072,9.0,1.016,1.123,0.0,1.0,0.0,1.261,3.0,0.0,0.0,0.0,2.314,0.0,0.0,33.54,6.465,0.0,4.0,13.0,0.0,3.848,2.576,5.0,9.537,1.0,0.0,0
5.021,3.5325,0.0,0.0,0.0,0.0,4.0,38.9,0.0,5.0,0.0,-1.291,3.45,1.124,10.277,10.0,1.072,1.127,0.0,0.0,0.0,1.147,1.0,0.0,0.0,0.0,2.343,0.005,0.0,10.313,1.623,0.0,3.0,0.0,4.0,3.834,3.611,0.0,8.537,0.0,0.0,1
5.489,3.5897,0.0,0.0,0.0,2.0,4.0,36.6,7.0,2.0,0.0,0.0,3.678,1.194,11.033,6.0,0.982,1.132,0.0,0.0,0.0,1.237,1.0,0.0,0.0,0.0,2.463,0.0,0.0,0.0,1.828,0.0,1.0,0.0,2.0,3.853,2.275,0.0,8.662,0.0,0.0,0
4.414,3.223,0.0,0.0,1.0,0.0,0.0,38.5,0.0,0.0,2.0,0.0,2.883,0.802,9.183,0.0,0.998,1.141,0.0,0.0,0.0,1.256,1.0,0.0,0.0,0.0,2.101,-0.081,0.0,0.0,0.975,0.0,1.0,4.0,2.0,3.581,2.381,2.0,7.834,0.0,0.0,0
4.414,3.2871,1.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,1.0,0.0,3.11,0.802,9.183,0.0,1.018,1.116,0.0,0.0,0.0,1.323,1.0,0.0,1.0,0.0,2.101,-0.081,0.0,0.0,0.975,0.0,0.0,2.0,0.0,3.867,2.397,1.0,8.386,0.0,1.0,0
4.482,3.906,0.0,0.0,0.0,0.0,0.0,27.3,4.0,4.0,0.0,0.0,3.368,2.192,9.868,3.0,1.004,1.151,0.0,0.0,0.0,1.107,0.0,0.0,0.0,0.0,2.098,0.004,0.0,0.0,4.063,0.0,0.0,0.0,2.0,3.248,2.577,0.0,7.861,0.0,0.0,0
3.879,2.5951,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,2.908,2.281,8.743,0.0,0.96,1.143,0.0,0.0,0.0,1.202,0.0,0.0,0.0,0.0,1.902,0.036,0.0,0.0,3.685,0.0,0.0,0.0,0.0,2.924,1.611,0.0,7.029,0.0,0.0,1
4.947,4.4275,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,0.0,-3.537,3.249,1.371,9.956,6.0,1.101,1.156,0.0,0.0,0.0,1.036,0.0,0.0,0.0,0.0,2.214,-0.03,0.0,19.544,2.232,0.0,0.0,0.0,4.0,3.565,4.4,0.0,8.152,0.0,0.0,1
5.286,3.4839,0.0,0.0,6.0,0.0,0.0,36.4,0.0,3.0,12.0,-1.986,3.805,1.622,10.617,12.0,1.018,1.14,0.0,0.0,0.0,1.224,1.0,0.0,0.0,0.0,2.458,0.0,0.0,35.814,1.615,0.0,0.0,3.0,0.0,3.789,2.861,3.0,8.759,0.0,0.0,0
5.392,4.5881,0.0,0.0,0.0,1.0,0.0,30.8,6.0,3.0,0.0,-0.209,3.517,1.907,10.633,13.0,0.989,1.144,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,2.314,0.001,0.0,11.278,3.598,0.0,0.0,0.0,1.0,3.503,2.461,0.0,8.269,0.0,0.0,1
5.076,1.9467,0.0,0.0,0.0,0.0,4.0,42.0,1.0,3.0,0.0,-0.185,4.049,2.094,10.679,10.0,0.989,1.121,0.0,0.0,0.0,1.25,2.0,0.0,0.0,0.0,2.372,0.0,0.0,12.363,5.623,0.0,2.0,0.0,1.0,3.827,2.222,0.0,8.963,0.0,0.0,0
4.17,2.6683,0.0,0.0,0.0,0.0,0.0,26.7,2.0,1.0,0.0,0.0,2.4,0.971,8.597,1.0,0.983,1.152,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.0,1.848,0.343,0.0,0.0,1.542,0.0,0.0,0.0,1.0,3.022,2.567,0.0,6.702,0.0,0.0,1
5.054,2.3939,2.0,1.0,8.0,0.0,6.0,42.9,0.0,2.0,16.0,0.0,4.393,1.709,10.966,4.0,1.032,1.128,0.0,1.0,0.0,1.289,2.0,0.0,1.0,0.0,2.374,0.0,0.0,21.618,5.285,0.0,6.0,14.0,0.0,4.09,2.758,6.0,9.674,0.0,2.0,0
4.17,3.6942,3.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.09,3.245,0.971,8.597,0.0,1.123,1.11,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,1.848,0.414,0.0,0.0,1.542,0.0,0.0,0.0,0.0,4.098,3.2,0.0,8.832,0.0,3.0,0
5.345,6.9923,0.0,0.0,0.0,1.0,0.0,32.7,8.0,8.0,0.0,-1.343,4.603,2.936,11.367,32.0,0.988,1.14,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,2.361,0.0,0.0,52.856,3.435,0.0,0.0,0.0,0.0,3.563,2.25,0.0,9.275,0.0,0.0,0
4.732,3.2417,0.0,0.0,2.0,0.0,2.0,37.5,0.0,0.0,4.0,0.0,2.997,0.875,9.579,0.0,0.991,1.14,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,2.194,0.045,0.0,0.0,0.854,0.0,2.0,4.0,4.0,3.655,2.417,2.0,7.973,0.0,0.0,0
5.072,2.4853,0.0,0.0,0.0,0.0,2.0,36.1,4.0,4.0,0.0,-0.892,4.22,2.972,10.799,12.0,0.984,1.133,0.0,0.0,0.0,1.22,1.0,0.0,0.0,0.0,2.351,0.0,0.0,24.843,7.668,0.0,0.0,0.0,0.0,3.794,2.144,0.0,8.984,2.0,0.0,1
4.757,1.8029,0.0,0.0,4.0,0.0,4.0,50.0,0.0,0.0,8.0,0.0,3.915,0.0,10.525,0.0,0.983,1.108,0.0,0.0,0.0,1.313,3.0,0.0,0.0,2.0,2.295,0.0,0.0,0.0,4.15,0.0,4.0,8.0,2.0,3.712,1.983,2.0,8.934,0.0,0.0,0
4.77,3.0583,0.0,0.0,0.0,0.0,2.0,45.0,1.0,1.0,0.0,1.014,3.217,1.185,9.882,2.0,0.987,1.114,0.0,0.0,0.0,1.288,1.0,0.0,0.0,0.0,2.236,0.014,0.0,0.0,1.74,0.0,1.0,0.0,1.0,3.69,2.4,0.0,8.228,0.0,0.0,0
3.802,2.4475,0.0,0.0,0.0,0.0,0.0,30.4,2.0,0.0,0.0,0.0,2.661,1.95,8.394,0.0,0.96,1.144,0.0,0.0,0.0,1.195,0.0,0.0,0.0,0.0,1.848,0.108,0.0,0.0,2.885,0.0,0.0,0.0,0.0,2.881,1.643,0.0,6.741,0.0,0.0,1
6.272,7.1546,0.0,0.0,0.0,8.0,0.0,30.3,2.0,1.0,0.0,0.0,4.347,1.77,12.012,1.0,1.235,1.32,0.0,0.0,1.0,0.911,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,3.939,0.0,0.0,0.0,1.0,3.957,5.536,0.0,9.319,0.0,17.0,0
5.295,3.5985,5.0,0.0,0.0,0.0,4.0,35.7,0.0,4.0,0.0,-0.016,4.233,1.846,10.866,11.0,1.063,1.116,0.0,0.0,0.0,1.297,1.0,0.0,1.0,0.0,2.394,0.0,0.0,11.888,3.082,0.0,3.0,0.0,0.0,4.432,2.794,0.0,9.894,0.0,4.0,0
5.303,4.0516,0.0,0.0,0.0,1.0,0.0,26.1,4.0,3.0,0.0,0.0,3.01,1.392,10.053,9.0,1.007,1.154,0.0,0.0,0.0,1.079,0.0,0.0,0.0,0.0,2.236,0.044,0.0,0.0,1.164,0.0,0.0,0.0,3.0,3.32,3.028,0.0,7.453,0.0,0.0,0
5.366,3.5678,1.0,0.0,3.0,0.0,2.0,35.0,1.0,2.0,2.0,0.0,3.484,1.16,10.405,4.0,1.018,1.125,0.0,0.0,0.0,1.27,1.0,0.0,0.0,0.0,2.342,-0.008,0.0,21.663,1.661,0.0,1.0,1.0,2.0,4.729,2.932,1.0,9.496,0.0,0.0,0
4.236,2.9709,0.0,0.0,1.0,0.0,0.0,31.9,1.0,1.0,1.0,-0.151,3.915,3.554,10.042,1.0,0.969,1.143,0.0,0.0,0.0,1.198,0.0,0.0,0.0,0.0,1.995,0.0,0.0,10.604,9.701,0.0,0.0,1.0,2.0,3.309,1.861,1.0,8.305,0.0,0.0,0
4.783,3.2512,1.0,0.0,0.0,0.0,2.0,50.0,0.0,1.0,0.0,0.0,3.319,1.187,9.668,2.0,1.022,1.1,0.0,0.0,0.0,1.321,1.0,0.0,1.0,0.0,2.222,-0.026,0.0,10.143,1.358,0.0,1.0,0.0,0.0,3.911,2.716,0.0,8.565,0.0,1.0,0
4.732,2.3414,0.0,0.0,0.0,0.0,1.0,47.1,0.0,1.0,0.0,0.0,3.124,0.0,9.688,2.0,0.992,1.11,0.0,0.0,0.0,1.243,2.0,0.0,0.0,0.0,2.348,0.013,0.0,0.0,1.659,0.0,0.0,0.0,0.0,3.639,2.0,0.0,8.158,0.0,0.0,1
5.303,4.0011,4.0,0.0,0.0,1.0,0.0,29.4,4.0,0.0,0.0,0.0,4.758,1.392,10.053,0.0,1.013,1.109,0.0,0.0,0.0,1.461,0.0,1.0,0.0,0.0,2.236,0.038,0.0,0.0,1.164,0.0,0.0,0.0,0.0,6.89,2.028,0.0,12.947,0.0,4.0,0
4.732,3.3007,2.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,3.373,0.875,9.579,0.0,1.025,1.094,0.0,0.0,0.0,1.374,1.0,0.0,1.0,0.0,2.194,0.045,0.0,0.0,0.854,0.0,2.0,0.0,0.0,4.034,2.444,0.0,8.794,0.0,2.0,0
4.814,2.6622,6.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,5.219,0.76,10.54,0.0,0.999,1.112,0.0,0.0,0.0,1.452,1.0,1.0,0.0,0.0,2.247,0.0,1.0,0.0,1.366,0.0,0.0,0.0,0.0,6.918,1.861,0.0,13.359,0.0,6.0,0
4.414,3.2274,0.0,0.0,0.0,0.0,0.0,45.5,0.0,2.0,0.0,0.0,2.935,1.203,9.209,1.0,1.038,1.114,0.0,0.0,0.0,1.296,1.0,0.0,0.0,0.0,2.152,-0.085,0.0,9.774,1.496,0.0,0.0,0.0,0.0,3.67,2.881,0.0,8.002,0.0,0.0,1
4.476,3.72,0.0,0.0,0.0,0.0,0.0,31.3,1.0,3.0,0.0,-0.644,2.985,1.5,9.345,4.0,1.032,1.143,0.0,0.0,0.0,1.156,0.0,0.0,0.0,0.0,2.042,-0.088,0.0,20.291,2.34,0.0,0.0,0.0,0.0,3.458,3.292,0.0,7.864,0.0,0.0,1
5.995,2.3808,8.0,0.0,0.0,3.0,0.0,41.7,0.0,0.0,0.0,0.394,4.378,0.752,11.528,0.0,1.074,1.102,0.0,0.0,0.0,1.373,6.0,0.0,1.0,0.0,2.805,0.0,0.0,0.0,1.076,4.0,0.0,0.0,0.0,4.407,2.6,0.0,9.952,0.0,8.0,0
5.102,4.3332,0.0,0.0,0.0,1.0,0.0,28.6,4.0,3.0,0.0,-0.426,3.054,1.436,10.05,4.0,1.014,1.149,0.0,0.0,0.0,1.138,0.0,0.0,0.0,0.0,2.136,0.047,0.0,10.143,2.695,0.0,0.0,0.0,0.0,3.446,2.769,0.0,7.893,0.0,0.0,0
5.431,2.8292,0.0,0.0,0.0,2.0,0.0,30.0,4.0,1.0,1.0,0.0,3.203,0.832,10.681,2.0,0.979,1.148,0.0,0.0,0.0,1.202,1.0,0.0,0.0,0.0,2.394,-0.007,0.0,0.0,1.055,2.0,0.0,6.0,2.0,3.509,2.121,1.0,7.93,0.0,0.0,0
5.325,3.1038,4.0,0.0,2.0,0.0,6.0,50.0,0.0,2.0,2.0,-1.249,4.049,0.789,10.761,6.0,1.114,1.095,0.0,0.0,0.0,1.331,3.0,0.0,1.0,0.0,2.534,0.0,0.0,22.671,1.13,0.0,4.0,2.0,1.0,4.274,3.085,1.0,9.567,0.0,4.0,0
4.382,2.2073,0.0,0.0,2.0,0.0,0.0,32.4,0.0,1.0,2.0,0.254,3.426,0.544,9.692,2.0,0.977,1.143,0.0,0.0,0.0,1.195,1.0,0.0,0.0,0.0,2.066,0.001,0.0,11.274,1.489,0.0,0.0,2.0,1.0,3.34,1.976,1.0,7.923,0.0,0.0,0
4.77,3.0499,1.0,0.0,0.0,0.0,2.0,47.4,1.0,0.0,0.0,1.066,3.375,1.185,9.882,0.0,0.986,1.106,0.0,0.0,0.0,1.348,1.0,0.0,1.0,0.0,2.236,0.013,0.0,0.0,1.74,0.0,1.0,0.0,0.0,3.881,2.211,0.0,8.62,0.0,1.0,0
4.645,1.7575,1.0,0.0,0.0,0.0,3.0,45.7,0.0,3.0,0.0,0.0,4.173,0.0,10.642,12.0,0.993,1.107,0.0,0.0,0.0,1.297,3.0,0.0,0.0,0.0,2.236,0.0,0.0,0.0,3.604,0.0,0.0,0.0,0.0,3.957,2.043,0.0,9.309,0.0,0.0,1
4.243,3.0402,0.0,0.0,0.0,0.0,0.0,31.3,0.0,4.0,0.0,-1.48,3.477,2.522,9.716,4.0,1.008,1.143,0.0,0.0,0.0,1.139,0.0,0.0,0.0,0.0,2.0,-0.002,0.0,20.288,5.475,0.0,0.0,0.0,2.0,3.337,2.952,0.0,8.169,0.0,0.0,1
6.177,6.591,0.0,0.0,0.0,5.0,0.0,29.2,2.0,1.0,0.0,0.0,4.01,1.617,11.591,1.0,1.231,1.317,0.0,0.0,0.0,0.908,0.0,0.0,0.0,0.0,2.605,0.0,0.0,0.0,2.885,0.0,0.0,0.0,1.0,3.896,5.554,0.0,8.943,0.0,12.0,0
5.072,2.524,0.0,0.0,0.0,0.0,2.0,36.4,2.0,4.0,0.0,-0.888,4.154,3.02,10.632,12.0,0.986,1.132,0.0,0.0,0.0,1.212,1.0,0.0,0.0,0.0,2.351,0.0,0.0,24.704,6.968,0.0,0.0,0.0,0.0,3.794,2.167,0.0,8.904,2.0,0.0,1
5.126,2.3232,0.0,1.0,11.0,0.0,7.0,47.2,1.0,3.0,11.0,0.0,4.103,0.832,10.931,6.0,1.02,1.117,0.0,1.0,0.0,1.282,4.0,0.0,0.0,0.0,2.418,0.0,0.0,22.238,3.982,0.0,4.0,8.0,1.0,3.956,2.594,3.0,9.333,0.0,0.0,0
5.365,2.9284,0.0,0.0,0.0,1.0,1.0,40.7,3.0,0.0,0.0,0.0,3.245,1.455,10.315,0.0,0.966,1.123,0.0,0.0,0.0,1.279,1.0,0.0,0.0,0.0,2.315,-0.007,0.0,0.0,1.897,0.0,0.0,0.0,0.0,3.641,1.856,0.0,8.128,0.0,0.0,0
3.414,3.4592,1.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,2.634,1.0,7.408,0.0,1.009,1.119,0.0,0.0,0.0,1.384,0.0,0.0,0.0,0.0,1.618,-0.642,0.0,0.0,1.707,0.0,0.0,0.0,0.0,3.844,2.792,1.0,8.128,0.0,0.0,0
3.879,2.7312,0.0,0.0,2.0,0.0,0.0,28.6,2.0,0.0,2.0,0.0,2.922,2.281,8.743,0.0,0.966,1.151,0.0,0.0,0.0,1.179,0.0,0.0,0.0,0.0,1.902,0.038,0.0,0.0,3.685,0.0,0.0,2.0,1.0,2.957,1.722,1.0,7.078,0.0,0.0,1
5.32,2.628,0.0,0.0,2.0,1.0,2.0,42.9,3.0,0.0,3.0,1.361,3.454,0.773,10.617,0.0,0.975,1.122,0.0,0.0,0.0,1.3,3.0,0.0,0.0,0.0,2.428,0.001,0.0,0.0,1.204,1.0,1.0,5.0,1.0,3.792,1.904,1.0,8.475,0.0,0.0,0
4.383,3.1398,0.0,0.0,0.0,0.0,0.0,31.6,1.0,3.0,0.0,-0.678,3.809,3.249,10.063,4.0,0.98,1.142,0.0,0.0,0.0,1.173,0.0,0.0,0.0,0.0,2.054,0.0,0.0,10.339,7.892,0.0,0.0,0.0,2.0,3.329,2.214,0.0,8.27,0.0,0.0,1
4.872,3.1623,0.0,0.0,3.0,0.0,3.0,36.0,1.0,2.0,4.0,-0.121,3.472,1.508,10.166,3.0,1.011,1.14,0.0,0.0,0.0,1.215,1.0,0.0,0.0,0.0,2.296,-0.002,0.0,10.696,2.373,0.0,3.0,5.0,3.0,3.736,2.59,2.0,8.47,0.0,0.0,0
5.697,2.6497,0.0,0.0,6.0,1.0,1.0,41.4,1.0,3.0,6.0,-1.903,3.768,0.972,10.864,10.0,1.021,1.128,0.0,0.0,0.0,1.235,2.0,0.0,0.0,0.0,2.511,0.0,0.0,35.007,1.861,0.0,0.0,2.0,2.0,3.82,2.789,2.0,8.806,0.0,0.0,0
4.414,2.9065,0.0,0.0,0.0,0.0,0.0,30.8,1.0,3.0,0.0,-0.549,2.875,0.917,9.459,3.0,1.049,1.144,0.0,0.0,0.0,1.119,1.0,0.0,0.0,0.0,2.199,-0.085,0.0,10.009,1.101,0.0,0.0,0.0,0.0,3.512,2.929,0.0,7.713,0.0,0.0,1
4.414,2.8688,0.0,0.0,0.0,0.0,0.0,41.7,0.0,1.0,1.0,-0.053,2.898,0.802,9.183,2.0,1.016,1.128,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,2.101,-0.082,0.0,10.214,0.975,0.0,0.0,2.0,1.0,3.523,2.738,1.0,7.808,0.0,0.0,1
5.369,2.4228,2.0,2.0,8.0,0.0,4.0,32.4,0.0,5.0,6.0,0.0,4.22,1.315,11.166,12.0,1.044,1.134,0.0,0.0,0.0,1.236,2.0,0.0,0.0,0.0,2.374,0.0,0.0,45.922,4.369,0.0,4.0,2.0,6.0,4.714,3.0,4.0,10.183,0.0,0.0,0
5.406,2.1252,1.0,0.0,7.0,0.0,5.0,43.9,0.0,4.0,10.0,0.0,4.279,0.777,11.11,10.0,1.024,1.116,0.0,1.0,0.0,1.28,3.0,0.0,0.0,1.0,2.428,0.0,0.0,47.783,3.924,0.0,5.0,9.0,2.0,4.711,2.702,3.0,9.916,0.0,0.0,0
4.793,2.1244,0.0,0.0,0.0,0.0,2.0,50.0,0.0,2.0,0.0,-0.288,3.699,0.5,10.239,7.0,0.998,1.104,0.0,0.0,0.0,1.28,2.0,0.0,0.0,0.0,2.247,0.0,0.0,11.596,3.928,0.0,0.0,0.0,0.0,3.681,2.313,0.0,8.7,1.0,0.0,1
4.412,3.7308,0.0,0.0,0.0,0.0,0.0,30.6,2.0,8.0,0.0,-0.554,4.201,3.774,10.379,8.0,1.002,1.144,0.0,0.0,0.0,1.146,0.0,0.0,0.0,0.0,2.085,0.0,0.0,23.21,10.723,0.0,0.0,0.0,0.0,3.397,2.311,0.0,8.752,0.0,0.0,1
4.861,1.9254,0.0,0.0,0.0,0.0,0.0,35.7,0.0,0.0,0.0,0.0,3.092,0.0,9.863,0.0,0.963,1.133,0.0,0.0,0.0,1.222,3.0,0.0,0.0,0.0,2.303,-0.006,0.0,0.0,1.047,2.0,0.0,0.0,0.0,3.309,1.467,0.0,7.533,0.0,0.0,0
4.83,2.1379,0.0,0.0,2.0,0.0,4.0,41.5,0.0,0.0,4.0,0.0,3.819,1.039,10.623,0.0,0.977,1.126,0.0,0.0,0.0,1.287,2.0,0.0,0.0,0.0,2.311,0.0,0.0,0.0,3.774,0.0,2.0,4.0,0.0,3.718,1.904,2.0,8.803,0.0,0.0,0
5.013,1.8267,2.0,1.0,16.0,0.0,7.0,42.4,2.0,5.0,14.0,-1.123,4.692,1.541,11.371,5.0,1.019,1.121,0.0,0.0,0.0,1.277,5.0,0.0,1.0,0.0,2.415,0.0,0.0,35.613,4.374,0.0,4.0,13.0,1.0,4.304,2.444,5.0,9.956,0.0,1.0,0
4.522,2.3963,0.0,0.0,3.0,0.0,1.0,36.0,1.0,0.0,2.0,0.0,3.253,1.887,9.535,0.0,0.98,1.14,0.0,0.0,0.0,1.231,1.0,0.0,0.0,0.0,2.157,-0.007,0.0,0.0,3.141,0.0,0.0,3.0,3.0,3.555,2.061,2.0,8.005,0.0,0.0,0
4.924,2.4008,0.0,0.0,0.0,0.0,3.0,45.2,2.0,1.0,0.0,0.0,3.608,1.429,10.32,4.0,0.981,1.114,0.0,0.0,0.0,1.299,3.0,0.0,0.0,0.0,2.348,0.0,0.0,0.0,2.904,0.0,1.0,0.0,0.0,3.861,1.956,0.0,8.632,0.0,0.0,0
4.214,3.4743,0.0,0.0,1.0,0.0,0.0,23.1,1.0,2.0,1.0,-0.711,2.68,1.459,8.755,1.0,1.031,1.166,0.0,0.0,0.0,1.083,0.0,0.0,0.0,0.0,1.902,-0.262,0.0,9.599,2.052,0.0,0.0,0.0,2.0,3.36,3.278,1.0,7.41,0.0,0.0,0
4.805,2.8459,0.0,0.0,0.0,0.0,2.0,40.0,2.0,1.0,0.0,0.0,3.266,1.455,9.947,2.0,0.981,1.125,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,2.251,-0.007,0.0,0.0,2.041,0.0,1.0,0.0,1.0,3.657,2.197,0.0,8.148,0.0,0.0,0
4.618,4.7233,0.0,0.0,0.0,0.0,0.0,33.3,2.0,4.0,0.0,-1.035,3.305,1.79,9.768,6.0,1.035,1.139,0.0,0.0,0.0,1.163,0.0,0.0,0.0,0.0,2.136,0.016,0.0,20.666,2.612,0.0,0.0,0.0,0.0,3.493,3.152,0.0,8.202,0.0,0.0,1
4.0,2.9193,0.0,0.0,0.0,0.0,0.0,30.0,2.0,1.0,0.0,0.167,2.279,0.811,8.318,0.0,0.998,1.146,0.0,0.0,0.0,1.195,0.0,0.0,0.0,0.0,1.732,-0.596,0.0,9.444,1.0,0.0,0.0,0.0,0.0,3.261,3.167,0.0,7.097,0.0,0.0,1
5.029,1.6864,2.0,0.0,7.0,0.0,2.0,38.8,0.0,0.0,6.0,0.0,4.128,0.0,10.839,0.0,0.979,1.119,0.0,0.0,0.0,1.308,5.0,0.0,0.0,0.0,2.418,0.0,0.0,0.0,3.219,0.0,0.0,7.0,0.0,4.348,1.71,2.0,9.423,0.0,0.0,0
4.517,2.898,0.0,0.0,0.0,0.0,1.0,42.1,1.0,1.0,0.0,0.0,3.086,1.409,9.391,2.0,0.987,1.12,0.0,0.0,0.0,1.252,1.0,0.0,0.0,0.0,2.149,-0.025,0.0,0.0,2.036,0.0,1.0,0.0,0.0,3.574,2.074,0.0,7.928,0.0,0.0,1
4.17,3.4453,0.0,0.0,0.0,0.0,0.0,27.3,1.0,2.0,0.0,-0.245,2.512,0.971,8.597,1.0,1.028,1.151,0.0,0.0,0.0,1.112,0.0,0.0,0.0,0.0,1.848,0.425,0.0,9.59,1.542,0.0,0.0,0.0,0.0,3.337,3.233,0.0,7.294,0.0,0.0,1
5.262,5.0351,3.0,0.0,0.0,1.0,0.0,14.3,0.0,2.0,0.0,0.0,3.47,0.863,10.026,0.0,1.23,1.166,0.0,0.0,0.0,1.252,0.0,0.0,0.0,0.0,2.175,0.166,0.0,18.861,1.435,0.0,0.0,0.0,0.0,4.309,4.226,1.0,9.115,0.0,3.0,0
